"name","x","y","z"
"Thuechea GM-C d17",6822.53125,-261.59375,52717.3125
"Byeia Euq FK-P b35-2",519.5625,447.8125,6110.4375
"Blua Eaec PW-F c26-371",-7137.40625,-603.125,15442.71875
"Blua Eaec LK-V b33-42",-6868.65625,-570.40625,15022.4375
"Boeph UW-I b53-37",-7885.09375,-744.59375,16730.59375
"Boelts QV-T b33-9",-7608.28125,-737.15625,16314.28125
"Boelts MF-H b13-18",-7384.21875,-668.1875,15872.65625
"Blua Eaec NA-H b14-22",-6602.375,-521.125,14600.28125
"Blua Eaec SH-R c6-61",-6606.46875,-516.90625,14603.78125
"Blua Eaec MA-H b14-41",-6609.5625,-523.3125,14612.125
"Blae Drye KS-H c24-2",-1577.40625,-959.875,5109.96875
"Blua Eaec SH-R c6-82",-6619.03125,-520.03125,14611.5625
"Slegao AE-B b3-0",-1263.5625,-619.03125,-3563.46875
"Hypoae Scraa HG-X d1-443",-7129.0625,1598.28125,22202.8125
"Drojau XF-K b42-6",-4836.34375,-71.3125,3688.625
"Eishoqs AQ-V d3-0",-27264.71875,1109.84375,17237.46875
"Dumbae HK-R d4-3559",-66.71875,75,22412.21875
"Ploi Aewsy CY-S b46-1",-494.40625,307.78125,7624.4375
"Oushaiss TO-O d7-25",-21871.0625,-145.1875,34180.40625
"Prua Phoe DW-Q b36-3",-5840.0625,-490.9375,11253.15625
"Nuekuae ED-J b54-0",-6341.125,-523.25,14178.125
"Nuekuae CX-X b32-1",-6053.8125,-503.0625,13723.03125
"Nuekuae RU-N d7-119",-6032.71875,-503.46875,13715.65625
"Kyloalks CF-A e20",-12154.125,-1050.375,20753.28125
"Dryuae Phyloea AA-A g647",-6185.5,1815.75,28736.53125
"Eodgovvy WU-U b17-8",1661.28125,227.0625,10849.15625
"Eorl Bre TZ-O e6-10",-8180.0625,1139.8125,30784.4375
"Thuechea YH-I b1-0",6792.28125,-227.34375,52731.6875
"Blau Aec XQ-K d9-23",1782.46875,998.8125,12559.9375
"M20 Sector NB-N a36-2",-273.875,-28.375,2808.4375
"Graea Eork OO-O b53-0",7497.4375,-142.8125,3919.625
"Byaa Theia BK-I b38-0",2915.5,258.65625,3598.46875
"Byeia Thaa OO-I b54-0",-2407.53125,712.5,3945.34375
"Slegao YL-B c1-1",-1264.21875,-617.4375,-3550.09375
"Muena AA-A d29",-15365.96875,-9.75,25887.34375
"Myumbai DO-F d12-865",-6170.28125,-1522.34375,23089.34375
"Byeia Euq TR-U b32-1",530.09375,435.5625,6052.34375
"Boeph MO-L c23-26",-7887.40625,-522.46875,16589.6875
"Byoi Aewsy DP-Z b17-2",-5398.71875,723.53125,13412.5
"Dumbae DE-T d3-679",-72.5625,77.625,22325.0625
"NGC 4463 Sector JF-U c17-6",2546.3125,-294.96875,2004.65625
"Ophokh KX-F c0",4582.125,-1333.25,237.5625
"Phroi Flyuae MY-R d4-3324",-3863.5,-947.71875,23661.84375
"Thailoe QR-V b48-1",-6490.21875,-306.40625,5102.90625
"NGC 3114 Sector LH-D b28-1",2831.53125,-75.6875,961
"Wepai GY-K b14-64",231.75,-85.15625,23572.6875
"Drojau RJ-P c22-13",-4904.34375,-81.96875,3738.6875
"Phroea Ploe NY-Y d1-4609",5485.03125,-206.3125,23450.9375
"Bleia Eohn GC-B d1-77",-824.75,-54,1584.96875
"Outopps HS-A d14-6",-417.375,468.71875,-1110.78125
"Ploi Briae XM-E b12-4",-69.1875,116.5625,50413.25
"Bya Phla QW-Q b33-5",-22045.96875,221.625,13750.46875
"Eorl Bre BL-V b49-17",-7832.5,1129.46875,30723.90625
"Boeph JV-R b49-0",-7907.78125,-532.03125,16643.5625
"Prua Dryoae JR-O a19-3",1725.28125,-44.09375,415.28125
"Byeia Thaa HH-E c27-2",-2413.25,704.65625,3962.4375
"Byoi Aewsy ZI-B b17-1",-5395.6875,733.375,13387
"Oob Freau CO-S c17-3307",-10352.5625,-10.71875,20193.34375
"Whambeia WP-P e5-3979",1356.84375,245.9375,19132.40625
"Myumbai CL-Y g17",-6160.90625,-1514,23074.75
"Thailu JI-Z d1-2",22126.5625,-71.90625,4241.5
"Oushaiss TO-O d7-57",-21884.71875,-134.25,34136.21875
"Dryi Auscs VX-L d7-5896",3753.75,40.65625,21381.09375
"Oochorphs LR-S b9-0",8679.34375,-211.46875,-2132.5
"Byeia Euq FX-Z c14-12",539.375,434.90625,5993.4375
"Drootaae NA-C d14-25",6809.53125,-216.15625,52682.09375
"Bleae Thaa BD-B b43-0",-3043.21875,418.84375,2420.40625
"Col 173 Sector WT-E b42-7",1564.09375,-51.84375,195.65625
"Phroea Ploe NY-Y d1-7049",5483,-207.28125,23452.71875
"Clooku XR-B a34-0",-5768.59375,-613.25,12101.875
"Boeph XG-G c26-19",-7933.3125,-539.0625,16695.625
"Graea Eork DC-S b51-0",7435.09375,-140.34375,3878.5625
"Eorl Bre NT-F d12-61",-7804.03125,1136.9375,30721.4375
"Blu Euq LX-J c22-46",799.1875,30.5625,5039.71875
"Myumbai GH-V f2-402",-6163.21875,-1520.65625,23085.75
"Qiefoi OY-P b38-4",6551.875,-222.75,-5362.21875
"Byaa Theia NR-N b35-0",2879.25,268.125,3536.53125
"Byoi Aewsy XI-P c7-5",-5384.3125,723.125,13359.8125
"Eishoqs AQ-V d3-1",-27214.09375,1155.40625,17188.59375
"Dumbae ZX-U d2-9184",-79.75,76.25,22238.125
"Prua Dryoae JR-O a19-4",1728.9375,-44.4375,420.625
"Thailio UB-B b46-3",-6418.5625,-297.71875,5045.8125
"Slegao EK-Z b3-0",-1261.25,-621.53125,-3539.40625
"Bleia Eohn XG-S d5-23",-1066.78125,-58.09375,2006.40625
"Wregoe HI-B b56-1",1130.1875,297.375,145.21875
"Oob Freau ZD-K d8-4909",-10350.8125,-9.75,20195
"Byeia Euq YH-B b27-7",784,20.53125,5917.4375
"Sutchae RC-O b34-0",-1077.96875,123.34375,49597
"Blaa Dryou AX-R c18-2",4176.8125,-1063.03125,4860.53125
"Wepooe ZI-T d3-1246",-4077.40625,-1067.8125,23652.40625
"Bleae Thaa ZX-A b43-0",-3123,402.03125,2429.46875
"Scoilz IY-Y c1-0",10208.8125,513.25,-7373.25
"Hypiae Freau LR-W d1-0",-36712.03125,118.78125,24753.375
"Hypiae Freau PX-U d2-1",-36776.34375,78.6875,24783.90625
"Boeph CI-E c27-378",-7956.875,-553.78125,16747.40625
"Hypiae Freau TD-T d3-0",-36778.28125,62.4375,24855.71875
"Hypoae Scraa IG-X d1-587",-7046.15625,1595.28125,22212.125
"Qoefi EX-A d14-22",-11985.3125,-712.90625,43691.53125
"Slegeae VN-A d1-4",3734.875,-297.5,-3509.875
"Stock 1 Sector QW-U b3-1",-750,10.71875,340.375
"Drootaae IO-W b48-3",6577.96875,-222.78125,52456.0625
"Byeia Euq ZP-O d6-20",560.625,430.71875,5937.59375
"Stock 1 Sector FB-X d1-94",-898.125,47.0625,414.09375
"Ploi Aewsy QB-M b50-1",-501.3125,318,7701.59375
"Stock 1 Sector DO-F b12-6",-1099.5625,70.9375,524.59375
"Qiefoi YZ-N b39-4",6617.8125,-225.6875,-5344.40625
"Myumbai NO-Q e5-1476",-6176.25,-1517.84375,23076.5625
"Col 132 Sector HB-W d2-11",1662.1875,-74.78125,-840.34375
"Byoi Aewsy TW-E b15-0",-5361.28125,719.125,13339.125
"Oob Freau CO-S c17-2406",-10349.4375,-9.71875,20196
"NGC 6124 Sector DQ-Y d53",586.84375,206.34375,1434.40625
"Prua Phoe DO-U c18-57",-5848.59375,-485.4375,11282.90625
"Pru Euq RF-V b16-2",-1197.125,81.78125,578
"Pru Euq SL-T b17-2",-1252.8125,90.4375,596.75
"Thailio LJ-G b43-0",-6351.5,-289.21875,4984.3125
"Sifi GL-O b20-5",-1414.75,111.5625,657.25
"Dumbae VR-W d1-4490",-82.75,81.25,22151.28125
"Traikee HA-A d70",1779.5625,7.875,4063.375
"Sifi GK-R d4-71",-1471.25,111.6875,675.21875
"Sifi HC-L b22-2",-1523.75,120.78125,696.78125
"Greae Dryoae II-N b10-2",2434.65625,-598.3125,5563.5
"Sifi HT-H b24-0",-1626.6875,138.96875,748.78125
"Prua Dryoae WB-X c4-10",1729.0625,-42.03125,422.75
"Sifi NF-E b26-5",-1671.6875,135.9375,782.15625
"Blaa Dryou MY-I d9-3",4170.75,-1057.71875,4856.125
"Sifi LW-N d6-66",-1720.53125,132.03125,816.03125
"Wregoe SP-X b57-1",1145.125,286.6875,186.5625
"Sifi AK-V b30-1",-1820.75,148.53125,876.53125
"Eorl Bre PO-F d12-43",-7809.84375,1049.59375,30723.6875
"Drootaae TV-B b46-3",6518.34375,-223.6875,52405.625
"Hypoae Scraa AA-A h76",-6936.46875,1576.46875,22204.8125
"Eambairns TV-C a67-3",-28334.8125,-42.15625,30365.875
"Byeia Euq TE-F c12-4",565.3125,424.1875,5877.125
"Eishoqs ZP-V d3-0",-27267.53125,1158.25,17212
"Clookeou GV-X b20-3",-1256.65625,-168,12191.5
"Grea Flyoae SR-C c1",-12042.28125,-725.8125,43742.6875
"Zunaea EG-O d6-263",8279.9375,237.5625,23847.75
"M20 Sector UT-P b6-1",-257.625,-24.0625,2559.5625
"Wepai XC-V c5-1370",249.375,-81.8125,23497.46875
"Oephaich DL-N d7-2514",-1568.84375,661.9375,17551.9375
"Bya Phla MW-Q b33-7",-22129.0625,229.3125,13746.0625
"Myumbai DO-F d12-918",-6220.8125,-1467.71875,23042.25
"Sifi CB-S b32-0",-1905,155.125,919.71875
"Sifi AV-W c15-1",-1904.15625,153.96875,923.3125
"Sutchae LI-K d8-64",-1075.75,131,49588.46875
"Slegao GF-Z b3-0",-1260.5625,-641.5,-3541.09375
"Dumbae RZ-T b3-34",-80.65625,79.15625,22064
"Sifi AV-W c15-0",-1900.4375,156.625,926.4375
"Phroea Ploe YB-Y c3-170",5481.75,-206.625,23454.28125
"Sifi DB-V c16-14",-1908.46875,151,938.53125
"Oofaih QB-H b55-0",8856.40625,720.4375,11639.375
"Ploi Briae RV-H b10-5",-75.4375,107.0625,50360.09375
"Greae Dryoae HA-Y d1-12",2438.28125,-600.21875,5568.84375
"Prua Dryoae NX-M a20-0",1729.25,-45,428.4375
"Traikee HA-A d110",1784.03125,7.28125,4076.59375
"Sifi FC-Q b33-2",-1951.84375,148.375,951.15625
"Thailae EG-O d6-4",1868.6875,-1002.15625,4637.9375
"Sifi FC-Q b33-3",-1953,148.75,949.65625
"Sifi CB-V c16-8",-1965.59375,147.625,943.09375
"Grea Flyoae SG-A b3-0",-12100.1875,-723.03125,43795.5625
"Oochorphs CQ-U b8-0",8619.40625,-201.09375,-2163.34375
"Sifi CB-V c16-7",-1962.71875,151.96875,948.8125
"NGC 6124 Sector MC-T b4-2",580.40625,184,1461.1875
"Hypiae Freau TD-T d3-1",-36772.53125,91.375,24906.125
"Hypiae Freau XJ-R d4-0",-36721.375,110,24937.21875
"Eishoqs ZP-V d3-1",-27280.0625,1101.53125,17228.53125
"Sifi EC-Q b33-3",-1969.65625,151.09375,951.6875
"Qiefoi BA-O b39-1",6683.625,-227.875,-5334.90625
"Sifi CB-V c16-6",-1980.5625,154.40625,943.1875
"Myumbai CL-Y g25",-6232.75,-1437.4375,23025.46875
"Clooku MT-A b17-19",-5766.40625,-614.46875,12097.53125
"Sifi ZV-R b32-3",-1991.28125,149.90625,929.875
"Byoi Aewsy NF-I b13-2",-5354.875,714.28125,13309.21875
"Sifi DC-Q b33-1",-1999.96875,144.3125,939.1875
"Oochonz DI-M c10-2",3288.03125,-65.6875,-1871.53125
"Clookeou XB-S d5-96",-1253.25,-182.1875,12263.6875
"Sifi DC-Q b33-2",-2004.09375,147.4375,944.3125
"Sifi CC-Q b33-2",-2016.625,145.78125,940.53125
"Ploi Aewsy RK-C c27-2",-493.8125,322.28125,7779.21875
"Greae Dryoae LG-W d2-35",2442.65625,-602.4375,5579.1875
"Sifi CC-Q b33-1",-2020.96875,147.625,940.9375
"Dryuae Phyloea AA-A g517",-6176.0625,1775.4375,28662.1875
"Eorl Bre UZ-E d12-49",-7854.03125,815.84375,30705
"Oofaih BZ-B b58-0",8880.4375,737.25,11700.8125
"Sifi CC-Q b33-3",-2021.75,149.40625,937.21875
"Sifi XU-W c15-2",-2020.1875,145.03125,930.34375
"Sifi JH-M d7-3",-2024.875,147,927.71875
"Ploi Briae VR-W d1-85",-77,95.78125,50308
"Eambairns WK-N a61-1",-28318.875,-37.28125,30312.25
"Clooku NT-A b17-16",-5760.625,-616.125,12098.15625
"Oephaich OS-T e3-5353",-1586.875,663.59375,17548
"Wepai II-Z d1-2059",260.46875,-76.125,23421
"Sifi JH-M d7-0",-2033.65625,145.71875,922.375
"Sifi WU-W c15-13",-2044.625,141.1875,928.25
"Dumbae BL-A c1808",-81.84375,83.5625,21976.9375
"Slegeae MZ-Y b5-0",3740.40625,-302.21875,-3503.28125
"Oochonz DI-M c10-3",3292.40625,-71.1875,-1868.15625
"Ploi Aewsy WY-X b57-4",-498.59375,324.09375,7856.5625
"Byeia Euq RS-U e2-3",783.78125,20.625,5947.90625
"Prua Dryoae NX-M a20-1",1729.6875,-43.84375,432.59375
"Eishoqs YP-V d3-0",-27418.875,1108.0625,17179.3125
"Sifi WV-R b32-2",-2050.3125,140.25,926.75
"Sifi WV-R b32-3",-2049.25,137,925.875
"Eambairns EG-W a56-0",-28303,-43.9375,30257.6875
"Tr 14 Sector DT-N a8-0",8415.3125,-32.59375,2616.59375
"Dryaa Flyi TK-V d3-4963",252.3125,-261.6875,18474.5625
"Sifi UK-T b31-2",-2052.09375,132.375,908.0625
"Sifi LC-M d7-75",-2050.875,130.875,906.9375
"Dryuae Phyloea AA-A g649",-6203.375,1740.28125,28612.1875
"Sifi VK-T b31-1",-2041.5,128.1875,902.28125
"Oochonz OH-V b22-1",3304.0625,-75.875,-1864.53125
"Slegao IA-Z b3-0",-1258.625,-654.53125,-3537.625
"Sifi ZQ-R b32-3",-2039.875,124.1875,919.96875
"Hypoae Scraa GL-Y e795",-6992.90625,1515.28125,22217.59375
"Sifi YP-W c15-17",-2041.96875,122.4375,917.9375
"Sifi YP-W c15-18",-2039.125,122.15625,914.15625
"Ridgue EZ-S d3-21",-10406.5,5.28125,580.46875
"Sifi VK-T b31-2",-2040.125,120.40625,903.125
"Sifi RE-V b30-0",-2035.0625,123,889.125
"Prielea CU-A d7",-501.03125,337.03125,7931.15625
"Whambooe SZ-P d5-1869",3851.4375,277.1875,18647.25
"Plaa Ain QN-S d4-22",752.65625,539.75,9648.375
"Prua Dryoae KI-Z d1-74",1733,-42.90625,436.90625
"Blau Aec ZB-J d10-0",1787.40625,1018.125,12621.8125
"Sifi RE-V b30-2",-2044.75,130.75,886.21875
"Phroea Ploe NY-Y d1-7542",5482,-205.875,23455.59375
"Sifi UJ-Y c14-3",-2060.46875,128.53125,881.1875
"Byeia Euq TZ-H b10-2",758.125,120.3125,5559.46875
"Bloo Dryiae BZ-S c6-3",15447.0625,-158,4354.96875
"Sifi PJ-V b30-2",-2039.5625,148.65625,892.6875
"Slegao MG-X b4-0",-1261.53125,-664.625,-3522.96875
"Sifi XU-W c15-4",-2015.53125,147.125,911.84375
"Wepai EC-B d1-5206",278.125,-73.1875,23345.65625
"Boeph CH-B d14-35",-8009.25,-571.5,16850.0625
"Eambairns NB-F a52-1",-28273.3125,-42.28125,30208.5
"NGC 6124 Sector XU-N b7-0",555.625,180.5,1517.15625
"Swoidai ID-H d11-26",5901.46875,-286.0625,1209.59375
"Wepooe TC-V d2-3599",-4276.53125,-1116.09375,23526.9375
"Dryaa Flyi PE-X d2-6610",247.15625,-261.3125,18408.90625
"Synookooe IG-F b1-0",8904.625,731.375,11762.0625
"Sifi ZV-R b32-1",-1991.21875,143.3125,925.0625
"Prua Phoe HU-S c19-46",-5864.40625,-482.875,11309.5625
"Ploi Briae RL-Y d40",-80.3125,79.28125,50256.5625
"Hypoae Scraa SS-U d2-1229",-7250.09375,1283.96875,22225.1875
"NGC 3114 Sector LH-D b28-0",2834.71875,-79.625,959.21875
"Schee Flyi UU-G d10-6863",-4795.65625,-1210.28125,22858.3125
"Oephaich OS-T e3-1854",-1581.03125,670.40625,17545.90625
"Blaa Dryou JS-K d8-7",4180.71875,-1054,4839.15625
"Clooku PU-F d11-63",-6149.40625,-849.4375,12715.8125
"Bya Phla GB-R b33-1",-22208.75,249.78125,13744.125
"Rhadia OP-R b10-4",20590.625,-143.75,11969.71875
"Sifi AW-R b32-2",-1984.59375,139.03125,922.65625
"Oochonz PH-V b22-0",3316.5,-84.3125,-1861.46875
"Eodgovvy NN-J c9-7",1658.96875,222.375,10857.75
"Sifi AW-R b32-0",-1981.46875,139.53125,916.75
"Sifi AW-R b32-3",-1980,138.84375,916.5
"Blau Aec FF-Q c21-3",1815.15625,1013.6875,12682.3125
"Sutchae SA-V c16-7",-1074.6875,135.34375,49586.65625
"Shrogaei RN-B d13-5767",-84.3125,83.53125,21889.53125
"Sifi BW-R b32-2",-1950.75,138.4375,917.75
"Thailio MS-T c19-5",-6283.03125,-287.34375,4924.21875
"Sifi CW-R b32-0",-1944.6875,138.65625,916.75
"Sifi ZU-W c15-5",-1936.46875,145.9375,930.75
"Slegeae VH-Z c2-1",3741.0625,-309.5,-3494.15625
"Sifi CW-R b32-1",-1938.09375,150.09375,932.65625
"Eambairns RT-K c11-4",-28253.65625,-32.1875,30155.5
"Sifi ZU-W c15-6",-1934.03125,150.09375,933.125
"Musca Dark Region NF-C a14-4",386.1875,-27.0625,303.09375
"Sifi DW-R b32-3",-1916.34375,145.3125,930.5625
"Sifi EW-R b32-4",-1899.90625,146.625,928.09375
"Eoch Flyuae SR-B c1-405",-8033.84375,-578.9375,16902.90625
"Sifi AQ-T b31-3",-1899.59375,151.71875,903.03125
"Byoi Aewsy IE-K b12-2",-5342.1875,715.40625,13287.3125
"Schee Flyi VE-R e4-9495",-4921.6875,-1203.96875,22785.78125
"Sifi BQ-T b31-3",-1878.84375,148.6875,904.78125
"Clooku NT-A b17-18",-5757.40625,-619.15625,12096.15625
"Synookooe VY-Z b3-1",8926.65625,733.90625,11826.53125
"Dryaa Flyi NT-Y d1-7804",243.9375,-267,18343.40625
"Clookeou EL-G c13-18",-1236.03125,-199.375,12332
"NGC 6124 Sector CW-L b8-1",538.4375,166.8125,1545.15625
"Ploi Briae FR-Y c21",-82.75,78.40625,50202.71875
"Rhadia AX-N b12-3",20634.0625,-150.90625,11997.40625
"Prielea BR-U b4-2",-477.40625,349.75,8003.78125
"Bleae Thua LE-V b2-0",-239.28125,22.59375,1555.5625
"Grea Flyoae AP-X c2-1",-12145,-703.625,43860.75
"Hypoae Scraa AA-A h77",-7259,1275.3125,22230.8125
"Wepai AW-C d4784",298.03125,-64.53125,23271.34375
"Blaa Dryou JS-K d8-10",4188.875,-1060.59375,4831.1875
"Wepooe CF-A e7567",-4460.8125,-1094.40625,23383.34375
"Sifi LH-M d7-34",-1883.40625,146.4375,899.96875
"Prooe Drye UK-W c18-18",-2593.84375,-83.875,1034.15625
"Sifi AQ-T b31-0",-1885.15625,143.5,897.84375
"Eoch Flyuae AU-Z d720",-8062.59375,-593.21875,16952
"Sutchae TA-V c16-2",-1059.6875,139.9375,49581.90625
"Sifi MX-K b22-3",-1462.40625,100.625,703.34375
"Col 359 Sector IM-N a10-2",-597.59375,-32.25,227.6875
"Prua Dryoae XB-X c4-1",1735.375,-42.875,441.5625
"Thailio XJ-P b38-0",-6202.59375,-283.71875,4878.40625
"Synookooe MY-Z d24",8965.25,726.3125,11885.28125
"Oochorphs TY-Y d1-3",8553.75,-216.84375,-2182.78125
"Scoilz IN-A c1-0",10257.75,457.25,-7421.09375
"Ploi Briae BB-B b0",-71.375,87.5,50150.21875
"Grea Flyoae JW-P b8-0",-12204.6875,-703.5625,43917.125
"Bloo Dryiae JE-L c10-0",15820.34375,-340.03125,4495.875
"Col 359 Sector EP-S a7-0",-539.65625,-43.625,195.84375
"Dryaa Flyi JN-A d1-7400",243.125,-273.4375,18278.0625
"Byaa Theia ZF-O d6-10",2808.125,261.34375,3343.65625
"Nuekea UO-X b18-0",9145.71875,-571.65625,13425.53125
"Athaip PZ-E c28-1152",309.90625,-56.65625,23195.125
"Schee Flyi QY-S e3-6811",-5041.3125,-1208.9375,22703.21875
"Slegeae SA-X b6-0",3735,-323.53125,-3480.6875
"Dumbbell Sector AQ-M a8-0",-904.71875,-43.75,527.65625
"Greae Dryoae UR-S c5-6",2445.28125,-594.3125,5584.46875
"Eambairns YL-Y a41-3",-28240.3125,-37.9375,30099.9375
"Byeia Euq GX-N b22-1",582.375,418.3125,5818.65625
"NGC 6124 Sector UE-Q c5-12",523.8125,154.125,1575.0625
"Phroea Ploe NY-Y d1-5637",5481.0625,-207.21875,23459.84375
"Prooe Drye KF-L d9-19",-2582.8125,-96.3125,1040.375
"Clooku JN-C b16-5",-5753.4375,-618.5625,12092.0625
"Spoorie IK-E b29-0",-9579.9375,715.84375,39239.59375
"Hypoae Scraa VY-S d3-291",-7302.9375,1305.25,22296.8125
"Grea Flyoae TO-K b11-0",-12241.5625,-702.78125,43980.4375
"Hypoae Aescs PN-T b3-0",-7625.71875,46.53125,-8655.40625
"Eoch Flyuae EJ-U b6-104",-8092.59375,-603.96875,17001.125
"Phraa Prao DG-Q b24-83",8239.34375,-240.53125,26342.4375
"Eorld Blao SR-P b8-13",9701.4375,-714.1875,27294.9375
"Bloo Dryiae QD-V b21-0",15815.34375,-280.28125,4528.5
"Eephaills BA-A g305",-10912.46875,-751.59375,17101.40625
"Greae Dryoae RU-J b12-3",2448.625,-593.96875,5595.03125
"Blau Aec NR-M c23-5",1841,1006.625,12749.59375
"Synookooe XJ-P b9-0",9010.25,724.71875,11936.78125
"Schee Flyi LY-Z d13-2732",-4622.75,-1066.96875,23208.125
"Dryuae Phyloea AA-A g593",-6137.375,1778.625,28571.84375
"Hyuqoae IN-H d11-3556",-6546.4375,-167.78125,35788.96875
"Byeia Euq XZ-S b19-2",596.875,413.71875,5760.28125
"Scoilz JX-B c0",10312.15625,411.34375,-7464.3125
"Hypiae Freau WO-R d4-0",-36703.5625,141.28125,24941.25
"Eock Gruia IC-H a37-1",-28222.1875,-42.4375,30045.875
"Phroea Ploe NY-Y d1-4725",5479.90625,-206.15625,23461.46875
"Dryaa Flyi FH-C d3501",245.15625,-278.3125,18212.8125
"Athaip HN-I c26-336",327.21875,-50.09375,23120.1875
"Rhadia EZ-S c6-11",20666.625,-155.09375,12035
"Clooku JN-C b16-4",-5752.9375,-618.46875,12091
"Thailio IG-X c17-10",-6129.5,-284.78125,4822.3125
"Grea Flyoae MN-Q c6-1",-12300.84375,-700.0625,44033.8125
"Prae Drye DB-O d6-0",-3434,-1067.34375,844.1875
"Hypoae Scraa AA-A h82",-7383.40625,1350.5625,22396.5
"Dumbbell Sector GI-H a11-0",-963.78125,-42,560.25
"Thailu OO-X d2-2",22190,-93.625,4296.40625
"NGC 6124 Sector KC-V d2-46",507.75,157.09375,1605.53125
"NGC 4463 Sector PT-P d6-18",3207.65625,284.3125,1790.75
"Sutchooe CV-V b57-2",-60.625,97.1875,50097.1875
"Greae Dryoae SU-J b12-0",2455.28125,-600.78125,5597.875
"Prua Dryoae WJ-J a22-0",1737.46875,-44.40625,447.59375
"Bya Phla WZ-S b32-1",-22288.40625,266.625,13726.78125
"NGC 3114 Sector MH-D b28-6",2839.09375,-80.0625,957.96875
"Athaip BY-F d12-6736",343.84375,-47.3125,23044.59375
"Syraleau JV-N c20-26",12716.40625,121.71875,6230.9375
"Byaa Theia IP-K b23-0",2779.8125,257.46875,3279.3125
"Dryaa Flyi JT-E c248",239.28125,-282.3125,18147.46875
"Schee Flyi YQ-D d12-8296",-4832.4375,-1045.28125,23079.625
"Bloo Dryiae SE-S b23-0",15816.25,-219.46875,4558.40625
"Bleia Eohn DT-O d7-35",-1198.46875,-69.8125,2189.5
"Prae Drye DB-O d6-1",-3433.5,-1082.78125,828.03125
"Kyloasly LR-W e1-307",-10743.59375,-989.15625,21112.5
"Kyloalks DV-Y d53",-12453.9375,-1015.5625,20795.34375
"Greae Dryoae VR-S c5-5",2460.5625,-601.5625,5603.5
"Eoch Flyuae XI-L b11-17",-8157.625,-623.96875,17096.3125
"Byeia Euq GB-M c8-9",602.0625,414.03125,5699.71875
"Slegeae UV-W b6-0",3736.3125,-329.8125,-3474.25
"Zunaea EG-O d6-264",8287.625,235.75,23853.1875
"Eorld Blao WX-N b9-4",9696.8125,-711.40625,27299.375
"Prua Dryoae WJ-J a22-3",1739.25,-42.03125,452.21875
"Schee Flyi EC-M d7-1930",-5158.8125,-1207.09375,22617.90625
"Thailu IJ-T c6-0",22271.96875,-95.34375,4335.5625
"NGC 6124 Sector UA-D b13-0",498.3125,160.8125,1639.0625
"Hypuae Aed HB-Z c28-1",10379.0625,370.9375,-7503.5625
"Byeia Euq KA-W b29-6",779.46875,20.84375,5978.3125
"Agnairt IQ-B b5-254",-9896.84375,-192.5,22082.25
"Hypuae Ain ML-D c13-4",1140.875,450.25,-5615.4375
"Eorl Bre UZ-E d12-50",-7852.6875,820.6875,30719.78125
"Sutchae LM-B c27-6",-70.6875,107.21875,50047.1875
"Eesholt ZV-D c28-476",236.9375,-281.5625,18081.71875
"NGC 5281 Sector VZ-O c6-0",2540.3125,-300.65625,2016.375
"Phroea Ploe NY-Y d1-6957",5481.5,-205.40625,23460.21875
"Drojau TP-N c23-18",-4972.8125,-82.625,3786.1875
"Thailio GZ-Z b32-1",-6063.375,-279.46875,4758.09375
"Synookooe RV-S c5-4",9046.5625,722.84375,11997.15625
"Clookeou LI-S c20-13",-1201.8125,-219.96875,12626.40625
"Byeia Euq ZO-D b14-3",604.3125,412.15625,5639.34375
"Schee Flyi UF-F d11-352",-5019.03125,-1079.5625,22936.5
"Drojia FY-Y c14-0",1437.75,-1029.25,3443.71875
"Eorld Blao VX-N b9-6",9690.6875,-712,27301.4375
"Hypuae Ain HQ-O d6-22",1139.5625,448.90625,-5617.6875
"Eock Gruia WT-R c7-3",-28196.125,-37.03125,29996.5
"Swoiwns YN-C c15-4",-936.5625,-299.09375,871.84375
"Thailu OP-R c7-0",22339.09375,-99.9375,4380.65625
"Kyloasly DG-O d6-115",-11018.6875,-998.5625,21310.1875
"Eeshorks VU-B b44-85",1880.96875,-604.15625,17807.9375
"Greae Dryoae VR-S c5-9",2461.40625,-604.25,5613.78125
"Eishoqs YP-V d3-1",-27380.21875,1107.21875,17244.4375
"Byoi Aewsy FY-L b11-0",-5318.25,718.90625,13271.84375
"Byaa Theia RT-R d4-15",2760.15625,251.03125,3208.625
"Eesholt RF-L b54-80",237.40625,-287.84375,18016.25
"NGC 6124 Sector XG-B b14-1",489.21875,164.71875,1671.4375
"Nuekea YZ-V b19-0",9177.34375,-548.6875,13446.53125
"Slegeae ZN-X c3-0",3738.96875,-341.59375,-3459.78125
"Dryuae Phyloea BW-T c4-15",-6067.09375,1830.34375,28597.96875
"Byeia Euq LB-J b11-1",609.96875,424.5625,5579.65625
"Blu Theia HT-Z d13-16",7738.4375,96.90625,2742.03125
"Kyloalks IH-V d2-58",-12696.0625,-1061.21875,20970.34375
"Prua Phoe TF-I b41-6",-5874.40625,-481.9375,11339.4375
"Eoch Flyuae QD-K d8-818",-8491.46875,-1230.6875,17579.46875
"Prua Dryoae CQ-Q b11-1",1741.84375,-49.1875,458.59375
"Sutchae RN-B d13-46",-74.5625,94.78125,49993.90625
"Swoiwns JO-K b27-0",-911.625,-276.5,805
"Greae Dryoae YV-H b13-1",2471.21875,-605.34375,5625.34375
"Slegao IT-X c2-0",-1262,-659.9375,-3500.28125
"Prae Drye HC-C c13-0",-3457.09375,-1120.78125,811.03125
